Anno,Codice territoriale,Entita.territoriale,Denominazione territoriale,Sesso,Classi.di.eta,Decessi,Tasso di mortalità (per mille abitanti)
2015,82,Provincia,Palermo,Maschi,25-29,23,0.6
2015,82,Provincia,Palermo,Femmine,25-29,10,0.3
2015,82,Provincia,Palermo,Maschi e femmine,25-29,33,0.4
2015,82,Provincia,Palermo,Maschi,30-34,20,0.5
2015,82,Provincia,Palermo,Femmine,30-34,8,0.2
2015,82,Provincia,Palermo,Maschi e femmine,30-34,28,0.3
2015,82,Provincia,Palermo,Maschi,35-39,40,0.9
2015,82,Provincia,Palermo,Femmine,35-39,11,0.3
2015,82,Provincia,Palermo,Maschi e femmine,35-39,51,0.6
2015,82,Provincia,Palermo,Maschi,40-44,68,1.5
2015,82,Provincia,Palermo,Femmine,40-44,43,0.9
2015,82,Provincia,Palermo,Maschi e femmine,40-44,111,1.2
2015,82,Provincia,Palermo,Maschi,45-49,96,2.1
2015,82,Provincia,Palermo,Femmine,45-49,63,1.3
2015,82,Provincia,Palermo,Maschi e femmine,45-49,159,1.7
2015,82,Provincia,Palermo,Maschi,50-54,159,3.6
2015,82,Provincia,Palermo,Femmine,50-54,116,2.4
2015,82,Provincia,Palermo,Maschi e femmine,50-54,275,3
2015,82,Provincia,Palermo,Maschi,55-59,200,5
2015,82,Provincia,Palermo,Femmine,55-59,150,3.4
2015,82,Provincia,Palermo,Maschi e femmine,55-59,350,4.2
2015,82,Provincia,Palermo,Maschi,60-64,347,9.6
2015,82,Provincia,Palermo,Femmine,60-64,193,4.9
2015,82,Provincia,Palermo,Maschi e femmine,60-64,540,7.1
2015,82,Provincia,Palermo,Maschi,65-69,581,17
2015,82,Provincia,Palermo,Femmine,65-69,284,7.4
2015,82,Provincia,Palermo,Maschi e femmine,65-69,865,11.9
2015,82,Provincia,Palermo,Maschi,70-74,618,24.9
2015,82,Provincia,Palermo,Femmine,70-74,482,16.3
2015,82,Provincia,Palermo,Maschi e femmine,70-74,1100,20.2
2015,82,Provincia,Palermo,Maschi,75-79,881,41.7
2015,82,Provincia,Palermo,Femmine,75-79,692,24.9
2015,82,Provincia,Palermo,Maschi e femmine,75-79,1573,32.1
2015,82,Provincia,Palermo,Maschi,80-84,1110,74
2015,82,Provincia,Palermo,Femmine,80-84,1284,56.3
2015,82,Provincia,Palermo,Maschi e femmine,80-84,2394,63.3
2015,82,Provincia,Palermo,Maschi,85-89,1056,131.6
2015,82,Provincia,Palermo,Femmine,85-89,1497,104.2
2015,82,Provincia,Palermo,Maschi e femmine,85-89,2553,114
2015,82,Provincia,Palermo,Maschi,90-94,662,240.2
2015,82,Provincia,Palermo,Femmine,90-94,1232,191.2
2015,82,Provincia,Palermo,Maschi e femmine,90-94,1894,205.9
2015,82,Provincia,Palermo,Maschi,95 e più,193,413.3
2015,82,Provincia,Palermo,Femmine,95 e più,471,319.9
2015,82,Provincia,Palermo,Maschi e femmine,95 e più,664,342.4
2015,82,Provincia,Palermo,Maschi,Totale,6109,9.9
2015,82,Provincia,Palermo,Femmine,Totale,6567,10
2015,82,Provincia,Palermo,Maschi e femmine,Totale,12676,10
2015,83,Provincia,Messina,Maschi,0-4,16,1.2
2015,83,Provincia,Messina,Femmine,0-4,18,1.4
2015,83,Provincia,Messina,Maschi e femmine,0-4,34,1.3
2015,83,Provincia,Messina,Maschi,9-May,2,0.1
2015,83,Provincia,Messina,Femmine,9-May,0,0
2015,83,Provincia,Messina,Maschi e femmine,9-May,2,0.1
2015,83,Provincia,Messina,Maschi,14-Oct,0,0
2015,83,Provincia,Messina,Femmine,14-Oct,1,0.1
2015,83,Provincia,Messina,Maschi e femmine,14-Oct,1,0
2015,83,Provincia,Messina,Maschi,15-19,7,0.4
2015,83,Provincia,Messina,Femmine,15-19,2,0.1
2015,83,Provincia,Messina,Maschi e femmine,15-19,9,0.3
2015,83,Provincia,Messina,Maschi,20-24,9,0.5
2015,83,Provincia,Messina,Femmine,20-24,2,0.1
2015,83,Provincia,Messina,Maschi e femmine,20-24,11,0.3
2015,83,Provincia,Messina,Maschi,25-29,9,0.5
2015,83,Provincia,Messina,Femmine,25-29,2,0.1
2015,83,Provincia,Messina,Maschi e femmine,25-29,11,0.3
2015,83,Provincia,Messina,Maschi,30-34,8,0.4
2015,83,Provincia,Messina,Femmine,30-34,10,0.5
2015,83,Provincia,Messina,Maschi e femmine,30-34,18,0.5
2015,83,Provincia,Messina,Maschi,35-39,13,0.6
2015,83,Provincia,Messina,Femmine,35-39,7,0.3
2015,83,Provincia,Messina,Maschi e femmine,35-39,20,0.5
2015,83,Provincia,Messina,Maschi,40-44,22,1
2015,83,Provincia,Messina,Femmine,40-44,16,0.7
2015,83,Provincia,Messina,Maschi e femmine,40-44,38,0.8
2015,83,Provincia,Messina,Maschi,45-49,51,2.1
2015,83,Provincia,Messina,Femmine,45-49,37,1.4
2015,83,Provincia,Messina,Maschi e femmine,45-49,88,1.8
2015,83,Provincia,Messina,Maschi,50-54,77,3.3
2015,83,Provincia,Messina,Femmine,50-54,47,1.8
2015,83,Provincia,Messina,Maschi e femmine,50-54,124,2.5
2015,83,Provincia,Messina,Maschi,55-59,105,4.9
2015,83,Provincia,Messina,Femmine,55-59,81,3.4
2015,83,Provincia,Messina,Maschi e femmine,55-59,186,4.1
2015,83,Provincia,Messina,Maschi,60-64,208,10.6
2015,83,Provincia,Messina,Femmine,60-64,133,6.4
2015,83,Provincia,Messina,Maschi e femmine,60-64,341,8.4
2015,83,Provincia,Messina,Maschi,65-69,280,14.8
2015,83,Provincia,Messina,Femmine,65-69,179,8.8
2015,83,Provincia,Messina,Maschi e femmine,65-69,459,11.7
2015,83,Provincia,Messina,Maschi,70-74,364,26.4
2015,83,Provincia,Messina,Femmine,70-74,229,14.3
2015,83,Provincia,Messina,Maschi e femmine,70-74,593,19.9
2015,83,Provincia,Messina,Maschi,75-79,525,43.3
2015,83,Provincia,Messina,Femmine,75-79,452,29
2015,83,Provincia,Messina,Maschi e femmine,75-79,977,35.2
2015,83,Provincia,Messina,Maschi,80-84,719,78.8
2015,83,Provincia,Messina,Femmine,80-84,713,52.2
2015,83,Provincia,Messina,Maschi e femmine,80-84,1432,62.8
2015,83,Provincia,Messina,Maschi,85-89,689,141
2015,83,Provincia,Messina,Femmine,85-89,992,108.8
2015,83,Provincia,Messina,Maschi e femmine,85-89,1681,120
2015,83,Provincia,Messina,Maschi,90-94,394,224
2015,83,Provincia,Messina,Femmine,90-94,854,196.5
2015,83,Provincia,Messina,Maschi e femmine,90-94,1248,204.4
2015,83,Provincia,Messina,Maschi,95 e più,115,378.9
2015,83,Provincia,Messina,Femmine,95 e più,327,331.8
2015,83,Provincia,Messina,Maschi e femmine,95 e più,442,342.9
2015,83,Provincia,Messina,Maschi,Totale,3613,11.7
2015,83,Provincia,Messina,Femmine,Totale,4102,12.3
2015,83,Provincia,Messina,Maschi e femmine,Totale,7715,12
2015,84,Provincia,Agrigento,Maschi,0-4,11,1.1
2015,84,Provincia,Agrigento,Femmine,0-4,9,1
2015,84,Provincia,Agrigento,Maschi e femmine,0-4,20,1.1
2015,84,Provincia,Agrigento,Maschi,9-May,0,0
2015,84,Provincia,Agrigento,Femmine,9-May,0,0
2015,84,Provincia,Agrigento,Maschi e femmine,9-May,0,0
2015,84,Provincia,Agrigento,Maschi,14-Oct,2,0.2
2015,84,Provincia,Agrigento,Femmine,14-Oct,2,0.2
2015,84,Provincia,Agrigento,Maschi e femmine,14-Oct,4,0.2
2015,84,Provincia,Agrigento,Maschi,15-19,4,0.3
2015,84,Provincia,Agrigento,Femmine,15-19,2,0.2
2015,84,Provincia,Agrigento,Maschi e femmine,15-19,6,0.2
2015,84,Provincia,Agrigento,Maschi,20-24,8,0.6
2015,84,Provincia,Agrigento,Femmine,20-24,2,0.2
2015,84,Provincia,Agrigento,Maschi e femmine,20-24,10,0.4
2015,84,Provincia,Agrigento,Maschi,25-29,9,0.6
2015,84,Provincia,Agrigento,Femmine,25-29,3,0.2
2015,84,Provincia,Agrigento,Maschi e femmine,25-29,12,0.4
2015,84,Provincia,Agrigento,Maschi,30-34,11,0.8
2015,84,Provincia,Agrigento,Femmine,30-34,2,0.2
2015,84,Provincia,Agrigento,Maschi e femmine,30-34,13,0.5
2015,84,Provincia,Agrigento,Maschi,35-39,7,0.5
2015,84,Provincia,Agrigento,Femmine,35-39,6,0.4
2015,84,Provincia,Agrigento,Maschi e femmine,35-39,13,0.4
2015,84,Provincia,Agrigento,Maschi,40-44,12,0.8
2015,84,Provincia,Agrigento,Femmine,40-44,11,0.7
2015,84,Provincia,Agrigento,Maschi e femmine,40-44,23,0.7
2015,84,Provincia,Agrigento,Maschi,45-49,39,2.4
2015,84,Provincia,Agrigento,Femmine,45-49,24,1.4
2015,84,Provincia,Agrigento,Maschi e femmine,45-49,63,1.8
2015,84,Provincia,Agrigento,Maschi,50-54,55,3.5
2015,84,Provincia,Agrigento,Femmine,50-54,31,1.9
2015,84,Provincia,Agrigento,Maschi e femmine,50-54,86,2.7
2015,84,Provincia,Agrigento,Maschi,55-59,75,5.4
2015,84,Provincia,Agrigento,Femmine,55-59,48,3.2
2015,84,Provincia,Agrigento,Maschi e femmine,55-59,123,4.3
2015,84,Provincia,Agrigento,Maschi,60-64,106,8.7
2015,84,Provincia,Agrigento,Femmine,60-64,71,5.3
2015,84,Provincia,Agrigento,Maschi e femmine,60-64,177,6.9
2015,84,Provincia,Agrigento,Maschi,65-69,178,14.7
2015,84,Provincia,Agrigento,Femmine,65-69,91,6.7
2015,84,Provincia,Agrigento,Maschi e femmine,65-69,269,10.5
2015,84,Provincia,Agrigento,Maschi,70-74,235,26.2
2015,84,Provincia,Agrigento,Femmine,70-74,137,13
2015,84,Provincia,Agrigento,Maschi e femmine,70-74,372,19
2015,84,Provincia,Agrigento,Maschi,75-79,359,41.5
2015,84,Provincia,Agrigento,Femmine,75-79,281,25.4
2015,84,Provincia,Agrigento,Maschi e femmine,75-79,640,32.5
2015,84,Provincia,Agrigento,Maschi,80-84,461,72.9
2015,84,Provincia,Agrigento,Femmine,80-84,485,53.7
2015,84,Provincia,Agrigento,Maschi e femmine,80-84,946,61.7
2015,84,Provincia,Agrigento,Maschi,85-89,501,144.7
2015,84,Provincia,Agrigento,Femmine,85-89,618,106.7
2015,84,Provincia,Agrigento,Maschi e femmine,85-89,1119,121
2015,84,Provincia,Agrigento,Maschi,90-94,280,239
2015,84,Provincia,Agrigento,Femmine,90-94,446,191.9
2015,84,Provincia,Agrigento,Maschi e femmine,90-94,726,207.7
2015,84,Provincia,Agrigento,Maschi,95 e più,85,418.7
2015,84,Provincia,Agrigento,Femmine,95 e più,178,375.1
2015,84,Provincia,Agrigento,Maschi e femmine,95 e più,263,388.2
2015,84,Provincia,Agrigento,Maschi,Totale,2438,11.2
2015,84,Provincia,Agrigento,Femmine,Totale,2447,10.7
2015,84,Provincia,Agrigento,Maschi e femmine,Totale,4885,10.9
2015,85,Provincia,Caltanissetta,Maschi,0-4,2,0.3
2015,85,Provincia,Caltanissetta,Femmine,0-4,5,0.9
2015,85,Provincia,Caltanissetta,Maschi e femmine,0-4,7,0.6
2015,85,Provincia,Caltanissetta,Maschi,9-May,0,0
2015,85,Provincia,Caltanissetta,Femmine,9-May,1,0.2
2015,85,Provincia,Caltanissetta,Maschi e femmine,9-May,1,0.1
2015,85,Provincia,Caltanissetta,Maschi,14-Oct,0,0
2015,85,Provincia,Caltanissetta,Femmine,14-Oct,1,0.1
2015,85,Provincia,Caltanissetta,Maschi e femmine,14-Oct,1,0.1
2015,85,Provincia,Caltanissetta,Maschi,15-19,2,0.2
2015,85,Provincia,Caltanissetta,Femmine,15-19,1,0.1
2015,85,Provincia,Caltanissetta,Maschi e femmine,15-19,3,0.2
2015,85,Provincia,Caltanissetta,Maschi,20-24,4,0.4
2015,85,Provincia,Caltanissetta,Femmine,20-24,4,0.5
2015,85,Provincia,Caltanissetta,Maschi e femmine,20-24,8,0.4
2015,85,Provincia,Caltanissetta,Maschi,25-29,7,0.8
2015,85,Provincia,Caltanissetta,Femmine,25-29,0,0
2015,85,Provincia,Caltanissetta,Maschi e femmine,25-29,7,0.4
2015,85,Provincia,Caltanissetta,Maschi,30-34,6,0.7
2015,85,Provincia,Caltanissetta,Femmine,30-34,0,0
2015,85,Provincia,Caltanissetta,Maschi e femmine,30-34,6,0.4
2015,85,Provincia,Caltanissetta,Maschi,35-39,6,0.7
2015,85,Provincia,Caltanissetta,Femmine,35-39,5,0.6
2015,85,Provincia,Caltanissetta,Maschi e femmine,35-39,11,0.6
2015,85,Provincia,Caltanissetta,Maschi,40-44,14,1.5
2015,85,Provincia,Caltanissetta,Femmine,40-44,7,0.7
2015,85,Provincia,Caltanissetta,Maschi e femmine,40-44,21,1.1
2015,85,Provincia,Caltanissetta,Maschi,45-49,23,2.3
2015,85,Provincia,Caltanissetta,Femmine,45-49,16,1.5
2015,85,Provincia,Caltanissetta,Maschi e femmine,45-49,39,1.9
2015,85,Provincia,Caltanissetta,Maschi,50-54,32,3.3
2015,85,Provincia,Caltanissetta,Femmine,50-54,24,2.3
2015,85,Provincia,Caltanissetta,Maschi e femmine,50-54,56,2.8
2015,85,Provincia,Caltanissetta,Maschi,55-59,50,6
2015,85,Provincia,Caltanissetta,Femmine,55-59,29,3.1
2015,85,Provincia,Caltanissetta,Maschi e femmine,55-59,79,4.5
2015,85,Provincia,Caltanissetta,Maschi,60-64,61,8.4
2015,85,Provincia,Caltanissetta,Femmine,60-64,32,3.9
2015,85,Provincia,Caltanissetta,Maschi e femmine,60-64,93,6
2015,85,Provincia,Caltanissetta,Maschi,65-69,115,16
2015,85,Provincia,Caltanissetta,Femmine,65-69,76,9.4
2015,85,Provincia,Caltanissetta,Maschi e femmine,65-69,191,12.5
2015,85,Provincia,Caltanissetta,Maschi,70-74,152,28.4
2015,85,Provincia,Caltanissetta,Femmine,70-74,101,15.7
2015,85,Provincia,Caltanissetta,Maschi e femmine,70-74,253,21.5
2015,85,Provincia,Caltanissetta,Maschi,75-79,201,40
2015,85,Provincia,Caltanissetta,Femmine,75-79,160,25
2015,85,Provincia,Caltanissetta,Maschi e femmine,75-79,361,31.6
2015,85,Provincia,Caltanissetta,Maschi,80-84,283,79.6
2015,85,Provincia,Caltanissetta,Femmine,80-84,267,51.7
2015,85,Provincia,Caltanissetta,Maschi e femmine,80-84,550,63.1
2015,85,Provincia,Caltanissetta,Maschi,85-89,259,143.4
2015,85,Provincia,Caltanissetta,Femmine,85-89,386,122.7
2015,85,Provincia,Caltanissetta,Maschi e femmine,85-89,645,130.2
2015,85,Provincia,Caltanissetta,Maschi,90-94,166,274.4
2015,85,Provincia,Caltanissetta,Femmine,90-94,235,194.1
2015,85,Provincia,Caltanissetta,Maschi e femmine,90-94,401,220.9
2015,85,Provincia,Caltanissetta,Maschi,95 e più,39,317.1
2015,85,Provincia,Caltanissetta,Femmine,95 e più,95,365.4
2015,85,Provincia,Caltanissetta,Maschi e femmine,95 e più,134,349.9
2015,85,Provincia,Caltanissetta,Maschi,Totale,1422,10.7
2015,85,Provincia,Caltanissetta,Femmine,Totale,1445,10.3
2015,85,Provincia,Caltanissetta,Maschi e femmine,Totale,2867,10.5
2015,86,Provincia,Enna,Maschi,0-4,0,0
2015,86,Provincia,Enna,Femmine,0-4,3,0.9
2015,86,Provincia,Enna,Maschi e femmine,0-4,3,0.5
2015,86,Provincia,Enna,Maschi,9-May,0,0
2015,86,Provincia,Enna,Femmine,9-May,0,0
2015,86,Provincia,Enna,Maschi e femmine,9-May,0,0
2015,86,Provincia,Enna,Maschi,14-Oct,2,0.5
2015,86,Provincia,Enna,Femmine,14-Oct,0,0
2015,86,Provincia,Enna,Maschi e femmine,14-Oct,2,0.2
2015,86,Provincia,Enna,Maschi,15-19,1,0.2
2015,86,Provincia,Enna,Femmine,15-19,1,0.2
2015,86,Provincia,Enna,Maschi e femmine,15-19,2,0.2
2015,86,Provincia,Enna,Maschi,20-24,3,0.5
2015,86,Provincia,Enna,Femmine,20-24,0,0
2015,86,Provincia,Enna,Maschi e femmine,20-24,3,0.3
2015,86,Provincia,Enna,Maschi,25-29,3,0.6
2015,86,Provincia,Enna,Femmine,25-29,1,0.2
2015,86,Provincia,Enna,Maschi e femmine,25-29,4,0.4
2015,86,Provincia,Enna,Maschi,30-34,5,1
2015,86,Provincia,Enna,Femmine,30-34,3,0.6
2015,86,Provincia,Enna,Maschi e femmine,30-34,8,0.8
2015,86,Provincia,Enna,Maschi,35-39,4,0.8
2015,86,Provincia,Enna,Femmine,35-39,1,0.2
2015,86,Provincia,Enna,Maschi e femmine,35-39,5,0.5
2015,86,Provincia,Enna,Maschi,40-44,7,1.2
2015,86,Provincia,Enna,Femmine,40-44,4,0.7
2015,86,Provincia,Enna,Maschi e femmine,40-44,11,0.9
2015,86,Provincia,Enna,Maschi,45-49,10,1.6
2015,86,Provincia,Enna,Femmine,45-49,9,1.4
2015,86,Provincia,Enna,Maschi e femmine,45-49,19,1.5
2015,86,Provincia,Enna,Maschi,50-54,23,3.8
2015,86,Provincia,Enna,Femmine,50-54,11,1.7
2015,86,Provincia,Enna,Maschi e femmine,50-54,34,2.7
2015,86,Provincia,Enna,Maschi,55-59,27,5
2015,86,Provincia,Enna,Femmine,55-59,13,2.2
2015,86,Provincia,Enna,Maschi e femmine,55-59,40,3.5
2015,86,Provincia,Enna,Maschi,60-64,46,9.3
2015,86,Provincia,Enna,Femmine,60-64,25,4.4
2015,86,Provincia,Enna,Maschi e femmine,60-64,71,6.7
2015,86,Provincia,Enna,Maschi,65-69,77,16.5
2015,86,Provincia,Enna,Femmine,65-69,44,8.4
2015,86,Provincia,Enna,Maschi e femmine,65-69,121,12.2
2015,86,Provincia,Enna,Maschi,70-74,72,22
2015,86,Provincia,Enna,Femmine,70-74,68,17
2015,86,Provincia,Enna,Maschi e femmine,70-74,140,19.2
2015,86,Provincia,Enna,Maschi,75-79,140,39.2
2015,86,Provincia,Enna,Femmine,75-79,124,28.1
2015,86,Provincia,Enna,Maschi e femmine,75-79,264,33.1
2015,86,Provincia,Enna,Maschi,80-84,180,72.7
2015,86,Provincia,Enna,Femmine,80-84,210,58.2
2015,86,Provincia,Enna,Maschi e femmine,80-84,390,64.1
2015,86,Provincia,Enna,Maschi,85-89,189,130.4
2015,86,Provincia,Enna,Femmine,85-89,249,103.9
2015,86,Provincia,Enna,Maschi e femmine,85-89,438,113.9
2015,86,Provincia,Enna,Maschi,90-94,117,251.3
2015,86,Provincia,Enna,Femmine,90-94,192,208.4
2015,86,Provincia,Enna,Maschi e femmine,90-94,309,222.8
2015,86,Provincia,Enna,Maschi,95 e più,41,561.6
2015,86,Provincia,Enna,Femmine,95 e più,66,364.6
2015,86,Provincia,Enna,Maschi e femmine,95 e più,107,421.3
2015,86,Provincia,Enna,Maschi,Totale,947,11.5
2015,86,Provincia,Enna,Femmine,Totale,1024,11.6
2015,86,Provincia,Enna,Maschi e femmine,Totale,1971,11.6
2015,87,Provincia,Catania,Maschi,0-4,24,0.9
2015,87,Provincia,Catania,Femmine,0-4,20,0.8
2015,87,Provincia,Catania,Maschi e femmine,0-4,44,0.8
2015,87,Provincia,Catania,Maschi,9-May,2,0.1
2015,87,Provincia,Catania,Femmine,9-May,1,0
2015,87,Provincia,Catania,Maschi e femmine,9-May,3,0.1
2015,87,Provincia,Catania,Maschi,14-Oct,3,0.1
2015,87,Provincia,Catania,Femmine,14-Oct,0,0
2015,87,Provincia,Catania,Maschi e femmine,14-Oct,3,0.1
2015,87,Provincia,Catania,Maschi,15-19,12,0.4
2015,87,Provincia,Catania,Femmine,15-19,4,0.1
2015,87,Provincia,Catania,Maschi e femmine,15-19,16,0.3
2015,87,Provincia,Catania,Maschi,20-24,10,0.3
2015,87,Provincia,Catania,Femmine,20-24,8,0.2
2015,87,Provincia,Catania,Maschi e femmine,20-24,18,0.3
2015,87,Provincia,Catania,Maschi,25-29,13,0.4
2015,87,Provincia,Catania,Femmine,25-29,2,0.1
2015,87,Provincia,Catania,Maschi e femmine,25-29,15,0.2
2015,87,Provincia,Catania,Maschi,30-34,13,0.4
2015,87,Provincia,Catania,Femmine,30-34,8,0.2
2015,87,Provincia,Catania,Maschi e femmine,30-34,21,0.3
2015,87,Provincia,Catania,Maschi,35-39,26,0.7
2015,87,Provincia,Catania,Femmine,35-39,19,0.5
2015,87,Provincia,Catania,Maschi e femmine,35-39,45,0.6
2015,87,Provincia,Catania,Maschi,40-44,58,1.4
2015,87,Provincia,Catania,Femmine,40-44,32,0.8
2015,87,Provincia,Catania,Maschi e femmine,40-44,90,1.1
2015,87,Provincia,Catania,Maschi,45-49,86,2.1
2015,87,Provincia,Catania,Femmine,45-49,50,1.1
2015,87,Provincia,Catania,Maschi e femmine,45-49,136,1.6
2015,87,Provincia,Catania,Maschi,50-54,152,3.9
2015,87,Provincia,Catania,Femmine,50-54,102,2.4
2015,87,Provincia,Catania,Maschi e femmine,50-54,254,3.1
2015,87,Provincia,Catania,Maschi,55-59,178,5.1
2015,87,Provincia,Catania,Femmine,55-59,146,3.8
2015,87,Provincia,Catania,Maschi e femmine,55-59,324,4.4
2015,87,Provincia,Catania,Maschi,60-64,275,8.8
2015,87,Provincia,Catania,Femmine,60-64,179,5.2
2015,87,Provincia,Catania,Maschi e femmine,60-64,454,6.9
2015,87,Provincia,Catania,Maschi,65-69,449,15.5
2015,87,Provincia,Catania,Femmine,65-69,269,8.4
2015,87,Provincia,Catania,Maschi e femmine,65-69,718,11.8
2015,87,Provincia,Catania,Maschi,70-74,487,24.1
2015,87,Provincia,Catania,Femmine,70-74,329,13.7
2015,87,Provincia,Catania,Maschi e femmine,70-74,816,18.5
2015,87,Provincia,Catania,Maschi,75-79,758,41.9
2015,87,Provincia,Catania,Femmine,75-79,599,25.6
2015,87,Provincia,Catania,Maschi e femmine,75-79,1357,32.7
2015,87,Provincia,Catania,Maschi,80-84,1015,76.8
2015,87,Provincia,Catania,Femmine,80-84,1061,55.1
2015,87,Provincia,Catania,Maschi e femmine,80-84,2076,63.9
2015,87,Provincia,Catania,Maschi,85-89,996,150.2
2015,87,Provincia,Catania,Femmine,85-89,1342,111.4
2015,87,Provincia,Catania,Maschi e femmine,85-89,2338,125.2
2015,87,Provincia,Catania,Maschi,90-94,496,226.3
2015,87,Provincia,Catania,Femmine,90-94,1035,204.1
2015,87,Provincia,Catania,Maschi e femmine,90-94,1531,210.8
2015,87,Provincia,Catania,Maschi,95 e più,113,302.1
2015,87,Provincia,Catania,Femmine,95 e più,359,331.8
2015,87,Provincia,Catania,Maschi e femmine,95 e più,472,324.2
2015,87,Provincia,Catania,Maschi,Totale,5166,9.5
2015,87,Provincia,Catania,Femmine,Totale,5565,9.7
2015,87,Provincia,Catania,Maschi e femmine,Totale,10731,9.6
2015,88,Provincia,Ragusa,Maschi,0-4,5,0.7
2015,88,Provincia,Ragusa,Femmine,0-4,9,1.2
2015,88,Provincia,Ragusa,Maschi e femmine,0-4,14,0.9
2015,88,Provincia,Ragusa,Maschi,9-May,1,0.1
2015,88,Provincia,Ragusa,Femmine,9-May,1,0.1
2015,88,Provincia,Ragusa,Maschi e femmine,9-May,2,0.1
2015,88,Provincia,Ragusa,Maschi,14-Oct,0,0
2015,88,Provincia,Ragusa,Femmine,14-Oct,0,0
2015,88,Provincia,Ragusa,Maschi e femmine,14-Oct,0,0
2015,88,Provincia,Ragusa,Maschi,15-19,3,0.3
2015,88,Provincia,Ragusa,Femmine,15-19,2,0.2
2015,88,Provincia,Ragusa,Maschi e femmine,15-19,5,0.3
2015,88,Provincia,Ragusa,Maschi,20-24,3,0.3
2015,88,Provincia,Ragusa,Femmine,20-24,2,0.2
2015,88,Provincia,Ragusa,Maschi e femmine,20-24,5,0.3
2015,88,Provincia,Ragusa,Maschi,25-29,4,0.4
2015,88,Provincia,Ragusa,Femmine,25-29,4,0.4
2015,88,Provincia,Ragusa,Maschi e femmine,25-29,8,0.4
2015,88,Provincia,Ragusa,Maschi,30-34,4,0.4
2015,88,Provincia,Ragusa,Femmine,30-34,6,0.6
2015,88,Provincia,Ragusa,Maschi e femmine,30-34,10,0.5
2015,88,Provincia,Ragusa,Maschi,35-39,10,0.9
2015,88,Provincia,Ragusa,Femmine,35-39,3,0.3
2015,88,Provincia,Ragusa,Maschi e femmine,35-39,13,0.6
2015,88,Provincia,Ragusa,Maschi,40-44,15,1.2
2015,88,Provincia,Ragusa,Femmine,40-44,11,0.9
2015,88,Provincia,Ragusa,Maschi e femmine,40-44,26,1.1
2015,88,Provincia,Ragusa,Maschi,45-49,21,1.7
2015,88,Provincia,Ragusa,Femmine,45-49,21,1.7
2015,88,Provincia,Ragusa,Maschi e femmine,45-49,42,1.7
2015,88,Provincia,Ragusa,Maschi,50-54,20,1.8
2015,88,Provincia,Ragusa,Femmine,50-54,19,1.7
2015,88,Provincia,Ragusa,Maschi e femmine,50-54,39,1.7
2015,88,Provincia,Ragusa,Maschi,55-59,62,6.4
2015,88,Provincia,Ragusa,Femmine,55-59,33,3.2
2015,88,Provincia,Ragusa,Maschi e femmine,55-59,95,4.7
2015,88,Provincia,Ragusa,Maschi,60-64,54,6.4
2015,88,Provincia,Ragusa,Femmine,60-64,40,4.3
2015,88,Provincia,Ragusa,Maschi e femmine,60-64,94,5.3
2015,88,Provincia,Ragusa,Maschi,65-69,125,15.1
2015,88,Provincia,Ragusa,Femmine,65-69,60,6.4
2015,88,Provincia,Ragusa,Maschi e femmine,65-69,185,10.5
2015,88,Provincia,Ragusa,Maschi,70-74,161,26
2015,88,Provincia,Ragusa,Femmine,70-74,98,13.8
2015,88,Provincia,Ragusa,Maschi e femmine,70-74,259,19.5
2015,88,Provincia,Ragusa,Maschi,75-79,205,35.7
2015,88,Provincia,Ragusa,Femmine,75-79,192,26.3
2015,88,Provincia,Ragusa,Maschi e femmine,75-79,397,30.4
2015,88,Provincia,Ragusa,Maschi,80-84,276,70.1
2015,88,Provincia,Ragusa,Femmine,80-84,303,53.8
2015,88,Provincia,Ragusa,Maschi e femmine,80-84,579,60.5
2015,88,Provincia,Ragusa,Maschi,85-89,332,143.1
2015,88,Provincia,Ragusa,Femmine,85-89,395,107.4
2015,88,Provincia,Ragusa,Maschi e femmine,85-89,727,121.2
2015,88,Provincia,Ragusa,Maschi,90-94,190,252.5
2015,88,Provincia,Ragusa,Femmine,90-94,314,193.6
2015,88,Provincia,Ragusa,Maschi e femmine,90-94,504,212.3
2015,88,Provincia,Ragusa,Maschi,95 e più,49,403.3
2015,88,Provincia,Ragusa,Femmine,95 e più,110,340.6
2015,88,Provincia,Ragusa,Maschi e femmine,95 e più,159,357.7
2015,88,Provincia,Ragusa,Maschi,Totale,1540,9.8
2015,88,Provincia,Ragusa,Femmine,Totale,1623,10
2015,88,Provincia,Ragusa,Maschi e femmine,Totale,3163,9.9
2015,89,Provincia,Siracusa,Maschi,0-4,8,0.9
2015,89,Provincia,Siracusa,Femmine,0-4,11,1.3
2015,89,Provincia,Siracusa,Maschi e femmine,0-4,19,1.1
2015,89,Provincia,Siracusa,Maschi,9-May,1,0.1
2015,89,Provincia,Siracusa,Femmine,9-May,0,0
2015,89,Provincia,Siracusa,Maschi e femmine,9-May,1,0.1
2015,89,Provincia,Siracusa,Maschi,14-Oct,1,0.1
2015,89,Provincia,Siracusa,Femmine,14-Oct,3,0.3
2015,89,Provincia,Siracusa,Maschi e femmine,14-Oct,4,0.2
2015,89,Provincia,Siracusa,Maschi,15-19,7,0.7
2015,89,Provincia,Siracusa,Femmine,15-19,1,0.1
2015,89,Provincia,Siracusa,Maschi e femmine,15-19,8,0.4
2015,89,Provincia,Siracusa,Maschi,20-24,2,0.2
2015,89,Provincia,Siracusa,Femmine,20-24,7,0.6
