"Codice","SESSO","ETA","occ","Regione"
12,1,52,31624.5,"LAZIO"
12,2,63,5322.0833333,"LAZIO"
12,2,18,799.91666667,"LAZIO"
12,1,63,9932.8333333,"LAZIO"
12,1,34,27683.333333,"LAZIO"
12,1,57,24249,"LAZIO"
12,1,51,32665.333333,"LAZIO"
12,1,53,29499.416667,"LAZIO"
12,1,47,36756.333333,"LAZIO"
12,1,39,35144.25,"LAZIO"
12,1,33,26096.416667,"LAZIO"
12,1,35,29594.833333,"LAZIO"
12,1,58,23105.25,"LAZIO"
12,1,23,10999.166667,"LAZIO"
12,1,54,28128.083333,"LAZIO"
12,1,48,36710.583333,"LAZIO"
12,1,40,35770.25,"LAZIO"
12,1,65,7107.5,"LAZIO"
12,1,28,19656.083333,"LAZIO"
12,1,22,9158.25,"LAZIO"
12,1,24,12656.416667,"LAZIO"
12,2,64,4158.0833333,"LAZIO"
12,1,49,36737.083333,"LAZIO"
12,1,64,8545.4166667,"LAZIO"
12,2,15,18,"LAZIO"
12,1,29,21224.75,"LAZIO"
12,1,60,18267.666667,"LAZIO"
12,1,25,14585.416667,"LAZIO"
12,2,65,3047.25,"LAZIO"
12,1,61,15265.083333,"LAZIO"
12,1,42,35721.25,"LAZIO"
12,1,36,30709.333333,"LAZIO"
12,1,59,21232.416667,"LAZIO"
12,1,43,36084.416667,"LAZIO"
12,1,55,26556.25,"LAZIO"
12,1,31,24216.5,"LAZIO"
12,1,41,35528.916667,"LAZIO"
12,1,30,22973.5,"LAZIO"
12,1,37,31780.583333,"LAZIO"
12,2,16,61.916666667,"LAZIO"
13,2,38,5640,"ABRUZZO"
13,2,39,5789.1666667,"ABRUZZO"
13,2,47,6164.5,"ABRUZZO"
13,2,31,4573.5,"ABRUZZO"
13,2,43,5917.6666667,"ABRUZZO"
13,2,37,5434.9166667,"ABRUZZO"
13,2,50,5756.75,"ABRUZZO"
13,2,44,6101.1666667,"ABRUZZO"
13,2,46,6290,"ABRUZZO"
13,2,40,5836.75,"ABRUZZO"
13,1,15,16.75,"ABRUZZO"
13,2,55,4791.4166667,"ABRUZZO"
13,2,49,6045.4166667,"ABRUZZO"
13,2,51,5472.8333333,"ABRUZZO"
13,2,45,6127.3333333,"ABRUZZO"
13,2,63,1121.6666667,"ABRUZZO"
13,2,41,5938.25,"ABRUZZO"
13,1,16,66.916666667,"ABRUZZO"
13,2,56,4664,"ABRUZZO"
13,2,58,4080.0833333,"ABRUZZO"
13,2,52,5507.25,"ABRUZZO"
13,2,54,5101.3333333,"ABRUZZO"
13,2,48,6249.9166667,"ABRUZZO"
13,2,32,4603.0833333,"ABRUZZO"
13,1,17,193.75,"ABRUZZO"
13,2,57,4206.6666667,"ABRUZZO"
13,2,59,3662.5,"ABRUZZO"
13,2,53,5202.8333333,"ABRUZZO"
13,1,25,3700.8333333,"ABRUZZO"
13,2,65,644.75,"ABRUZZO"
13,2,33,4637.9166667,"ABRUZZO"
13,1,18,423.08333333,"ABRUZZO"
13,2,29,3976.4166667,"ABRUZZO"
13,2,60,3066.8333333,"ABRUZZO"
13,2,62,1694.4166667,"ABRUZZO"
13,2,64,940.25,"ABRUZZO"
13,2,42,6117.3333333,"ABRUZZO"
13,2,34,4885.5833333,"ABRUZZO"
13,1,19,953.08333333,"ABRUZZO"
13,2,30,4119.25,"ABRUZZO"
13,2,61,2623.25,"ABRUZZO"
13,1,33,6274.1666667,"ABRUZZO"
13,1,56,6401.8333333,"ABRUZZO"
13,1,50,7973.5833333,"ABRUZZO"
13,2,35,5223.5,"ABRUZZO"
13,1,20,1550.8333333,"ABRUZZO"
13,1,22,2504.3333333,"ABRUZZO"
13,1,24,3401.75,"ABRUZZO"
13,1,26,3998.75,"ABRUZZO"
13,1,57,6171.3333333,"ABRUZZO"
13,1,51,7577.5833333,"ABRUZZO"
13,2,36,5211.9166667,"ABRUZZO"
13,1,21,2066.8333333,"ABRUZZO"
13,1,23,2847,"ABRUZZO"
13,1,64,2136.5833333,"ABRUZZO"
13,1,27,4468.1666667,"ABRUZZO"
13,1,58,5766.5,"ABRUZZO"
13,1,44,8456,"ABRUZZO"
13,2,24,2230.1666667,"ABRUZZO"
13,1,38,7504.6666667,"ABRUZZO"
13,1,32,6082,"ABRUZZO"
13,1,34,6618.75,"ABRUZZO"
13,1,28,4981.0833333,"ABRUZZO"
13,1,59,5245.5,"ABRUZZO"
13,2,23,1874.1666667,"ABRUZZO"
13,2,17,113.25,"ABRUZZO"
13,1,62,2879.5,"ABRUZZO"
13,1,41,7903.1666667,"ABRUZZO"
13,1,35,6887.5833333,"ABRUZZO"
13,1,29,5355,"ABRUZZO"
13,1,52,7325.0833333,"ABRUZZO"
13,1,46,8336.5833333,"ABRUZZO"
13,2,18,225.66666667,"ABRUZZO"
13,1,63,2558.1666667,"ABRUZZO"
13,1,65,1747.8333333,"ABRUZZO"
13,1,36,7066.9166667,"ABRUZZO"
13,1,30,5584.3333333,"ABRUZZO"
13,1,45,8241.75,"ABRUZZO"
13,2,25,2607.0833333,"ABRUZZO"
13,1,39,8007.4166667,"ABRUZZO"
13,2,21,1178.25,"ABRUZZO"
13,2,15,7.6666666667,"ABRUZZO"
13,1,37,7375.6666667,"ABRUZZO"
13,1,60,4478.6666667,"ABRUZZO"
13,1,54,6894.25,"ABRUZZO"
13,2,26,2924,"ABRUZZO"
13,1,40,7844,"ABRUZZO"
13,1,42,8161.0833333,"ABRUZZO"
13,2,16,29.666666667,"ABRUZZO"
13,2,27,3316.6666667,"ABRUZZO"
13,1,53,7034.9166667,"ABRUZZO"
13,1,47,8458.0833333,"ABRUZZO"
13,2,19,531.33333333,"ABRUZZO"
13,1,43,8074.5,"ABRUZZO"
13,2,20,853,"ABRUZZO"
13,1,31,5870.5,"ABRUZZO"
13,1,48,8574.6666667,"ABRUZZO"
13,1,61,3837.8333333,"ABRUZZO"
13,2,22,1570.0833333,"ABRUZZO"
13,1,49,8633.5833333,"ABRUZZO"
13,1,55,6541.25,"ABRUZZO"
13,2,28,3779.0833333,"ABRUZZO"
14,2,42,1203.1666667,"MOLISE"
14,2,37,1043.25,"MOLISE"
14,2,45,1276.5833333,"MOLISE"
14,2,41,1185.9166667,"MOLISE"
14,2,40,1164.5,"MOLISE"
14,2,50,1222.4166667,"MOLISE"
14,2,39,1219.3333333,"MOLISE"
14,2,43,1223.0833333,"MOLISE"
14,1,15,3.25,"MOLISE"
14,2,47,1380.3333333,"MOLISE"
14,2,49,1387.3333333,"MOLISE"
14,2,38,1134.4166667,"MOLISE"
14,2,53,1239.5833333,"MOLISE"
14,2,58,904.08333333,"MOLISE"
14,2,44,1282.75,"MOLISE"
14,2,46,1348.1666667,"MOLISE"
14,2,56,1081.25,"MOLISE"
14,2,32,928.83333333,"MOLISE"
14,2,55,1139.75,"MOLISE"
14,2,57,989.75,"MOLISE"
14,2,51,1245.1666667,"MOLISE"
14,1,44,1814.5833333,"MOLISE"
14,1,46,1873.5833333,"MOLISE"
14,2,31,952.08333333,"MOLISE"
14,1,16,10.166666667,"MOLISE"
14,1,18,86.25,"MOLISE"
14,2,29,848.75,"MOLISE"
14,2,52,1177.6666667,"MOLISE"
14,2,54,1213.9166667,"MOLISE"
14,2,48,1343.5833333,"MOLISE"
14,1,62,587.08333333,"MOLISE"
14,1,17,35.083333333,"MOLISE"
14,1,19,201.16666667,"MOLISE"
14,2,59,875.5,"MOLISE"
14,2,61,684.08333333,"MOLISE"
14,2,63,259.33333333,"MOLISE"
14,1,48,1912.5833333,"MOLISE"
14,2,33,984.91666667,"MOLISE"
14,2,35,1003,"MOLISE"
14,1,20,333.33333333,"MOLISE"
14,2,60,742.66666667,"MOLISE"
14,1,45,1790.0833333,"MOLISE"
14,1,47,1817.75,"MOLISE"
14,1,49,1914.0833333,"MOLISE"
14,2,34,1054.8333333,"MOLISE"
14,2,36,1083.3333333,"MOLISE"
14,2,30,861.58333333,"MOLISE"
14,1,23,606.83333333,"MOLISE"
14,1,25,805.58333333,"MOLISE"
14,2,65,125.16666667,"MOLISE"
14,1,63,538.5,"MOLISE"
14,1,26,902.58333333,"MOLISE"
14,1,28,1066.8333333,"MOLISE"
14,1,22,510.75,"MOLISE"
14,2,62,389.5,"MOLISE"
14,2,64,199.25,"MOLISE"
14,1,57,1485.5,"MOLISE"
14,1,64,509.16666667,"MOLISE"
14,1,27,960.91666667,"MOLISE"
14,1,21,427.66666667,"MOLISE"
14,1,31,1242.9166667,"MOLISE"
14,1,33,1356.6666667,"MOLISE"
14,1,56,1449,"MOLISE"
14,1,50,1830.1666667,"MOLISE"
14,1,65,380.33333333,"MOLISE"
14,2,16,4.5,"MOLISE"
14,1,30,1236.9166667,"MOLISE"
14,1,24,703,"MOLISE"
14,1,34,1451.75,"MOLISE"
14,1,36,1510.5833333,"MOLISE"
14,1,51,1715.6666667,"MOLISE"
14,2,15,0.75,"MOLISE"
14,1,29,1138.9166667,"MOLISE"
14,1,39,1794.5833333,"MOLISE"
14,1,41,1723.5,"MOLISE"
14,1,35,1478.4166667,"MOLISE"
14,1,58,1378.5,"MOLISE"
14,1,52,1758.25,"MOLISE"
14,2,24,448.83333333,"MOLISE"
14,1,38,1708.1666667,"MOLISE"
14,1,32,1368.25,"MOLISE"
14,1,42,1731.8333333,"MOLISE"
14,2,19,85.666666667,"MOLISE"
14,1,59,1263.25,"MOLISE"
14,2,23,365.58333333,"MOLISE"
14,2,17,16.333333333,"MOLISE"
14,1,60,1093.75,"MOLISE"
14,2,21,233.41666667,"MOLISE"
14,1,43,1725.25,"MOLISE"
14,1,37,1637.75,"MOLISE"
14,2,22,300.41666667,"MOLISE"
14,1,54,1624.6666667,"MOLISE"
14,2,18,49.25,"MOLISE"
14,1,40,1686.5,"MOLISE"
14,2,25,553.16666667,"MOLISE"
14,2,27,674.83333333,"MOLISE"
14,1,53,1683.5,"MOLISE"
14,2,20,155.58333333,"MOLISE"
14,1,55,1441.1666667,"MOLISE"
14,2,26,620.41666667,"MOLISE"
14,1,61,935.33333333,"MOLISE"
14,2,28,807.41666667,"MOLISE"
15,2,42,16943.083333,"CAMPANIA"
15,2,37,15593.666667,"CAMPANIA"
15,2,53,14568,"CAMPANIA"
15,2,39,16711.916667,"CAMPANIA"
15,2,40,16718.833333,"CAMPANIA"
15,2,48,17196.333333,"CAMPANIA"
15,2,56,13065.333333,"CAMPANIA"
15,2,50,16296.25,"CAMPANIA"
15,2,41,16515,"CAMPANIA"
15,2,51,15516.083333,"CAMPANIA"
15,2,43,16415.833333,"CAMPANIA"
15,2,45,16700.25,"CAMPANIA"
15,2,47,17053.666667,"CAMPANIA"
15,2,38,16199.25,"CAMPANIA"
15,2,59,10744.166667,"CAMPANIA"
15,1,44,29286.166667,"CAMPANIA"
15,1,46,29192.5,"CAMPANIA"
15,2,49,17192.25,"CAMPANIA"
15,2,46,17056.25,"CAMPANIA"
15,1,18,2002.0833333,"CAMPANIA"
15,2,58,11458.833333,"CAMPANIA"
15,2,52,15413.416667,"CAMPANIA"
15,2,54,14040.083333,"CAMPANIA"
15,2,17,358.08333333,"CAMPANIA"
15,1,15,40.333333333,"CAMPANIA"
15,2,55,13397.916667,"CAMPANIA"
15,2,57,12062,"CAMPANIA"
15,1,50,28001.333333,"CAMPANIA"
15,2,61,7764.5833333,"CAMPANIA"
15,2,63,3479.6666667,"CAMPANIA"
15,2,44,16847.916667,"CAMPANIA"
15,1,16,199.66666667,"CAMPANIA"
15,2,35,15008.833333,"CAMPANIA"
15,2,29,13219.75,"CAMPANIA"
15,2,60,9136.4166667,"CAMPANIA"
15,1,45,28544.833333,"CAMPANIA"
15,1,47,29566.25,"CAMPANIA"
15,1,62,10638.5,"CAMPANIA"
15,1,17,721.83333333,"CAMPANIA"
15,1,19,4543.75,"CAMPANIA"
15,2,30,13619.333333,"CAMPANIA"
15,1,52,26659.833333,"CAMPANIA"
15,1,54,24294.166667,"CAMPANIA"
15,2,18,1021.5,"CAMPANIA"
15,1,32,22334,"CAMPANIA"
15,1,26,16399.583333,"CAMPANIA"
15,1,20,6975.3333333,"CAMPANIA"
15,1,51,27147,"CAMPANIA"
15,2,62,4826.9166667,"CAMPANIA"
15,2,64,2544.4166667,"CAMPANIA"
15,2,19,2369.0833333,"CAMPANIA"
15,1,33,22909,"CAMPANIA"
15,2,36,15365,"CAMPANIA"
15,1,21,9188.0833333,"CAMPANIA"
15,2,32,14282.833333,"CAMPANIA"
15,2,34,14666,"CAMPANIA"
15,1,48,30046.75,"CAMPANIA"
15,1,63,8988.9166667,"CAMPANIA"
15,1,34,23946.5,"CAMPANIA"
15,1,28,19165.916667,"CAMPANIA"
15,2,31,13976.416667,"CAMPANIA"
15,1,53,24704.916667,"CAMPANIA"
15,1,55,22743.083333,"CAMPANIA"
15,1,49,29857.25,"CAMPANIA"
15,1,64,7562.1666667,"CAMPANIA"
15,1,27,17520,"CAMPANIA"
15,1,29,19919.166667,"CAMPANIA"
15,1,23,12158.75,"CAMPANIA"
15,1,25,15299.666667,"CAMPANIA"
15,2,65,1782.8333333,"CAMPANIA"
15,2,20,3718.3333333,"CAMPANIA"
15,1,65,5734.8333333,"CAMPANIA"
15,1,36,25711.416667,"CAMPANIA"
15,1,22,10764.416667,"CAMPANIA"
15,2,33,14021,"CAMPANIA"
15,1,42,28422.5,"CAMPANIA"
15,1,57,20546.416667,"CAMPANIA"
15,2,21,5120.4166667,"CAMPANIA"
15,1,35,24894.833333,"CAMPANIA"
15,1,37,26361.416667,"CAMPANIA"
15,1,31,22332.25,"CAMPANIA"
15,1,41,28077.666667,"CAMPANIA"
15,1,56,22400.75,"CAMPANIA"
15,1,58,20126.333333,"CAMPANIA"
15,2,22,6385.1666667,"CAMPANIA"
15,2,16,90.75,"CAMPANIA"
15,1,30,20930,"CAMPANIA"
15,1,24,13528.583333,"CAMPANIA"
15,2,25,9985.6666667,"CAMPANIA"
15,1,39,28648.416667,"CAMPANIA"
15,1,59,18665.416667,"CAMPANIA"
15,2,15,19.416666667,"CAMPANIA"
15,1,40,28416,"CAMPANIA"
15,1,60,16463.166667,"CAMPANIA"
15,2,24,8833.5,"CAMPANIA"
15,1,43,27919.083333,"CAMPANIA"
15,2,23,7524.8333333,"CAMPANIA"
15,2,28,12403.916667,"CAMPANIA"
15,2,27,11420.583333,"CAMPANIA"
15,1,38,27828.083333,"CAMPANIA"
15,2,26,10603.416667,"CAMPANIA"
15,1,61,13800.5,"CAMPANIA"
16,2,37,12755,"PUGLIA"
16,2,42,12618.583333,"PUGLIA"
16,2,38,13066.333333,"PUGLIA"
16,2,40,12864.416667,"PUGLIA"
16,2,48,13190.083333,"PUGLIA"
16,2,45,12855.833333,"PUGLIA"
16,2,41,12513.166667,"PUGLIA"
16,2,46,12905.25,"PUGLIA"
16,2,59,7158.5,"PUGLIA"
16,1,44,22062.416667,"PUGLIA"
16,2,39,13492,"PUGLIA"
16,2,49,12793,"PUGLIA"
16,2,54,10416.333333,"PUGLIA"
16,2,56,9399.6666667,"PUGLIA"
16,2,58,8159.1666667,"PUGLIA"
16,2,57,8589.4166667,"PUGLIA"
16,2,23,5892.0833333,"PUGLIA"
16,2,43,12313.583333,"PUGLIA"
16,2,53,10743.666667,"PUGLIA"
16,2,47,13050.083333,"PUGLIA"
16,1,19,3709.25,"PUGLIA"
16,1,50,21170.416667,"PUGLIA"
16,2,61,5337.5833333,"PUGLIA"
16,2,50,12019.416667,"PUGLIA"
16,2,44,12864.833333,"PUGLIA"
16,1,16,254.16666667,"PUGLIA"
16,1,18,1711.3333333,"PUGLIA"
16,2,29,10355.333333,"PUGLIA"
16,2,60,6499.4166667,"PUGLIA"
16,1,45,21701.166667,"PUGLIA"
16,2,51,11425.083333,"PUGLIA"
16,1,15,54.666666667,"PUGLIA"
16,2,55,9618.25,"PUGLIA"
16,1,56,16818.25,"PUGLIA"
16,2,30,10573.75,"PUGLIA"
16,1,52,20034.083333,"PUGLIA"
16,2,24,6798.75,"PUGLIA"
16,2,52,11219.583333,"PUGLIA"
16,1,32,16590.416667,"PUGLIA"
16,2,35,12215.583333,"PUGLIA"
16,1,20,5430.9166667,"PUGLIA"
16,1,51,20267.75,"PUGLIA"
16,2,62,3361.25,"PUGLIA"
16,2,17,370.41666667,"PUGLIA"
16,1,62,8009.5833333,"PUGLIA"
16,1,17,755.16666667,"PUGLIA"
16,2,36,12491.75,"PUGLIA"
16,1,21,7133.4166667,"PUGLIA"
16,2,32,11168.416667,"PUGLIA"
16,1,46,22453.833333,"PUGLIA"
16,1,38,21872.583333,"PUGLIA"
16,1,63,6873.6666667,"PUGLIA"
16,1,26,12330.333333,"PUGLIA"
16,1,57,15592.75,"PUGLIA"
16,2,31,11123.083333,"PUGLIA"
16,1,53,19122.333333,"PUGLIA"
16,2,25,7722.6666667,"PUGLIA"
16,1,39,22299.666667,"PUGLIA"
16,1,33,17423.333333,"PUGLIA"
16,1,27,13128.083333,"PUGLIA"
16,1,58,14925,"PUGLIA"
16,1,23,9262.6666667,"PUGLIA"
16,2,63,2217.0833333,"PUGLIA"
16,2,18,859.5,"PUGLIA"
16,1,40,21767.166667,"PUGLIA"
16,1,34,18648.083333,"PUGLIA"
16,1,28,13676.25,"PUGLIA"
16,1,22,8181.3333333,"PUGLIA"
16,2,33,11302.25,"PUGLIA"
16,1,47,22730.75,"PUGLIA"
16,2,19,2003.0833333,"PUGLIA"
16,1,64,5813.5,"PUGLIA"
16,1,35,19400,"PUGLIA"
16,1,29,14625.583333,"PUGLIA"
16,1,60,12267.833333,"PUGLIA"
16,1,54,18275.083333,"PUGLIA"
16,2,26,8576.6666667,"PUGLIA"
16,2,20,2985.1666667,"PUGLIA"
16,1,65,4531.1666667,"PUGLIA"
16,1,36,20429.416667,"PUGLIA"
16,1,59,13669,"PUGLIA"
16,1,24,10260.75,"PUGLIA"
16,2,64,1676.1666667,"PUGLIA"
16,2,27,9063.4166667,"PUGLIA"
16,1,41,21239,"PUGLIA"
16,2,15,21.416666667,"PUGLIA"
16,1,37,21002.083333,"PUGLIA"
16,1,31,15854.833333,"PUGLIA"
16,2,34,11763.916667,"PUGLIA"
16,1,48,22600.166667,"PUGLIA"
16,2,28,9605.75,"PUGLIA"
16,1,42,21795.583333,"PUGLIA"
16,2,16,100.08333333,"PUGLIA"
16,1,30,15283.916667,"PUGLIA"
16,1,61,10324.333333,"PUGLIA"
16,1,55,16833.5,"PUGLIA"
16,1,49,22694.75,"PUGLIA"
16,2,21,4104.5,"PUGLIA"
16,1,43,21558.166667,"PUGLIA"
16,2,22,4949.1666667,"PUGLIA"
16,1,25,11679.833333,"PUGLIA"
16,2,65,1263.9166667,"PUGLIA"
17,2,55,1893.1666667,"BASILICATA"
17,2,47,2253.4166667,"BASILICATA"
17,2,49,2259,"BASILICATA"
17,1,16,18.166666667,"BASILICATA"
17,2,56,1957.75,"BASILICATA"
17,2,50,2126.75,"BASILICATA"
17,2,52,2076.8333333,"BASILICATA"
17,2,54,2000.9166667,"BASILICATA"
17,2,48,2208.3333333,"BASILICATA"
17,1,15,5.5,"BASILICATA"
17,1,17,63.75,"BASILICATA"
17,2,57,1788.75,"BASILICATA"
17,2,51,2156.1666667,"BASILICATA"
17,2,53,2088.6666667,"BASILICATA"
17,2,63,407.91666667,"BASILICATA"
17,2,65,222.91666667,"BASILICATA"
17,1,50,3281.9166667,"BASILICATA"
17,1,18,200.58333333,"BASILICATA"
17,2,58,1591.1666667,"BASILICATA"
17,2,60,1334.8333333,"BASILICATA"
17,2,62,576.75,"BASILICATA"
17,2,64,327.5,"BASILICATA"
17,2,29,1525.1666667,"BASILICATA"
17,1,51,3367.0833333,"BASILICATA"
17,1,19,434.75,"BASILICATA"
17,2,59,1557.3333333,"BASILICATA"
17,2,61,1171,"BASILICATA"
17,1,25,1574.25,"BASILICATA"
17,1,56,2585.1666667,"BASILICATA"
17,2,30,1504.8333333,"BASILICATA"
17,1,44,3402.4166667,"BASILICATA"
17,1,20,665.25,"BASILICATA"
17,1,22,1108.3333333,"BASILICATA"
17,1,24,1431.5,"BASILICATA"
17,2,35,1669.75,"BASILICATA"
17,1,57,2692.25,"BASILICATA"
17,2,31,1648.6666667,"BASILICATA"
17,2,23,705.25,"BASILICATA"
17,1,21,842.58333333,"BASILICATA"
17,1,23,1286.3333333,"BASILICATA"
17,2,42,2056.3333333,"BASILICATA"
17,2,36,1811.75,"BASILICATA"
17,1,58,2575.3333333,"BASILICATA"
17,1,52,3174.9166667,"BASILICATA"
17,2,24,798.58333333,"BASILICATA"
17,1,38,2973.9166667,"BASILICATA"
17,2,41,1988.5,"BASILICATA"
17,1,26,1759.9166667,"BASILICATA"
17,2,37,1869.25,"BASILICATA"
17,1,59,2359.6666667,"BASILICATA"
17,1,45,3300.1666667,"BASILICATA"
17,2,17,31.25,"BASILICATA"
17,1,62,1289.5833333,"BASILICATA"
17,1,33,2470.9166667,"BASILICATA"
17,1,27,1957.0833333,"BASILICATA"
17,2,38,1897.5833333,"BASILICATA"
17,2,32,1657,"BASILICATA"
17,1,46,3362,"BASILICATA"
17,2,18,76.333333333,"BASILICATA"
17,1,32,2414.5,"BASILICATA"
17,2,43,2086.1666667,"BASILICATA"
17,1,28,2091.6666667,"BASILICATA"
17,2,39,1908.9166667,"BASILICATA"
17,1,53,3024.5,"BASILICATA"
17,2,25,1003.9166667,"BASILICATA"
17,1,39,3153.9166667,"BASILICATA"
17,1,64,893.91666667,"BASILICATA"
17,2,44,2080.0833333,"BASILICATA"
17,1,29,2245.6666667,"BASILICATA"
17,1,60,2073.1666667,"BASILICATA"
17,1,54,2880.3333333,"BASILICATA"
17,2,26,1096.5,"BASILICATA"
17,1,63,1093.8333333,"BASILICATA"
17,1,34,2554.5833333,"BASILICATA"
17,2,45,2121.0833333,"BASILICATA"
17,1,30,2229.3333333,"BASILICATA"
17,2,33,1590.9166667,"BASILICATA"
17,1,47,3219,"BASILICATA"
17,2,19,187.08333333,"BASILICATA"
17,1,41,3055.3333333,"BASILICATA"
17,1,35,2771.8333333,"BASILICATA"
17,2,46,2230.8333333,"BASILICATA"
17,2,40,1908.75,"BASILICATA"
17,2,34,1596.3333333,"BASILICATA"
17,1,48,3383.8333333,"BASILICATA"
17,1,40,3114.5833333,"BASILICATA"
17,1,65,685.75,"BASILICATA"
17,1,36,2772,"BASILICATA"
17,2,21,437.83333333,"BASILICATA"
17,1,61,1765.5833333,"BASILICATA"
17,1,55,2851.0833333,"BASILICATA"
17,2,27,1224.25,"BASILICATA"
17,2,16,8.6666666667,"BASILICATA"
17,2,15,1.6666666667,"BASILICATA"
17,1,37,3024.4166667,"BASILICATA"
17,1,31,2361,"BASILICATA"
17,1,49,3485.4166667,"BASILICATA"
17,2,20,290.58333333,"BASILICATA"
17,1,42,3150.4166667,"BASILICATA"
17,2,22,568.33333333,"BASILICATA"
17,1,43,3200.4166667,"BASILICATA"
17,2,28,1395.3333333,"BASILICATA"
18,2,47,6178.1666667,"CALABRIA"
18,2,58,4606.9166667,"CALABRIA"
18,2,50,5709.9166667,"CALABRIA"
18,1,15,20,"CALABRIA"
18,2,52,5710.25,"CALABRIA"
18,2,54,5249.8333333,"CALABRIA"
18,2,53,5490,"CALABRIA"
18,1,44,9266.8333333,"CALABRIA"
18,1,46,9088.9166667,"CALABRIA"
18,2,49,6086.5833333,"CALABRIA"
18,2,51,5572.25,"CALABRIA"
18,2,56,4891,"CALABRIA"
18,2,29,4804.9166667,"CALABRIA"
18,2,60,3871.1666667,"CALABRIA"
18,1,45,8937.0833333,"CALABRIA"
18,2,48,5913.6666667,"CALABRIA"
18,1,62,3934.25,"CALABRIA"
18,2,55,4911.6666667,"CALABRIA"
18,2,57,4695.8333333,"CALABRIA"
18,2,59,4301.5833333,"CALABRIA"
18,2,61,3351.5833333,"CALABRIA"
18,2,63,1321.8333333,"CALABRIA"
18,1,48,9204.6666667,"CALABRIA"
18,1,16,74.25,"CALABRIA"
18,1,18,607,"CALABRIA"
18,1,20,2035.0833333,"CALABRIA"
18,2,31,5315.5,"CALABRIA"
18,2,62,1967.25,"CALABRIA"
18,1,47,9157.8333333,"CALABRIA"
18,1,49,9443.5833333,"CALABRIA"
18,1,17,245.25,"CALABRIA"
18,1,19,1317.1666667,"CALABRIA"
18,2,30,5001,"CALABRIA"
18,2,32,5217.25,"CALABRIA"
18,2,34,5431.6666667,"CALABRIA"
18,2,65,606.25,"CALABRIA"
18,1,63,3362.8333333,"CALABRIA"
18,1,26,5297.8333333,"CALABRIA"
18,1,28,6214.1666667,"CALABRIA"
18,1,22,3094.5,"CALABRIA"
18,2,33,5339.5,"CALABRIA"
18,2,64,941.91666667,"CALABRIA"
18,1,57,7475.6666667,"CALABRIA"
18,1,64,2872.25,"CALABRIA"
18,1,27,5672.75,"CALABRIA"
18,1,21,2573.8333333,"CALABRIA"
18,1,23,3703.75,"CALABRIA"
18,1,25,4959.4166667,"CALABRIA"
18,1,56,8042.3333333,"CALABRIA"
18,1,50,9064.5,"CALABRIA"
18,1,65,2047.1666667,"CALABRIA"
18,2,16,41.083333333,"CALABRIA"
18,1,30,6982,"CALABRIA"
18,1,24,4334.0833333,"CALABRIA"
18,2,35,5436.3333333,"CALABRIA"
18,2,37,5750.3333333,"CALABRIA"
18,1,51,8921.4166667,"CALABRIA"
18,2,15,10.166666667,"CALABRIA"
18,1,29,6746.0833333,"CALABRIA"
18,1,31,7214,"CALABRIA"
18,2,42,5841.25,"CALABRIA"
18,2,36,5775,"CALABRIA"
18,1,58,7341.4166667,"CALABRIA"
18,1,52,9060.1666667,"CALABRIA"
18,2,24,3003.8333333,"CALABRIA"
18,1,38,8807,"CALABRIA"
18,2,41,5830.3333333,"CALABRIA"
18,2,43,5854.9166667,"CALABRIA"
18,2,45,5937,"CALABRIA"
18,1,59,6993.5833333,"CALABRIA"
18,2,23,2378.4166667,"CALABRIA"
18,2,17,135.83333333,"CALABRIA"
18,1,39,8821.5,"CALABRIA"
18,1,33,7546.5833333,"CALABRIA"
18,2,44,6258.5833333,"CALABRIA"
18,2,38,5748.8333333,"CALABRIA"
18,1,60,6252.0833333,"CALABRIA"
18,1,54,8353.4166667,"CALABRIA"
18,2,18,321.33333333,"CALABRIA"
18,1,32,7531.9166667,"CALABRIA"
18,1,34,7834.0833333,"CALABRIA"
18,1,36,8361.6666667,"CALABRIA"
18,2,39,5914,"CALABRIA"
18,1,53,8650.3333333,"CALABRIA"
18,2,25,3463,"CALABRIA"
18,2,19,672,"CALABRIA"
18,1,41,8709.4166667,"CALABRIA"
18,1,35,8189.25,"CALABRIA"
18,2,46,6102.8333333,"CALABRIA"
18,2,40,5864.8333333,"CALABRIA"
18,2,27,4119.25,"CALABRIA"
18,2,26,3864.6666667,"CALABRIA"
18,1,40,9066,"CALABRIA"
18,1,42,8839.1666667,"CALABRIA"
18,2,22,1967.5,"CALABRIA"
18,2,21,1602.8333333,"CALABRIA"
18,1,61,5219.25,"CALABRIA"
18,1,55,7722.6666667,"CALABRIA"
18,2,28,4572.8333333,"CALABRIA"
18,1,43,8780.1666667,"CALABRIA"
18,1,37,8642.3333333,"CALABRIA"
18,2,20,1135.1666667,"CALABRIA"
19,2,58,10196.916667,"SICILIA"
19,2,53,12793,"SICILIA"
19,1,44,25805.5,"SICILIA"
19,2,47,15618.75,"SICILIA"
19,2,56,11434.75,"SICILIA"
19,1,18,1565.9166667,"SICILIA"
19,2,29,10439.416667,"SICILIA"
19,2,60,8291.4166667,"SICILIA"
19,2,59,9612.4166667,"SICILIA"
19,2,17,244.83333333,"SICILIA"
19,1,15,27.833333333,"SICILIA"
19,2,55,11480.916667,"SICILIA"
19,2,54,12013.25,"SICILIA"
19,1,50,23794.666667,"SICILIA"
19,2,61,7485.5,"SICILIA"
19,1,46,25170.833333,"SICILIA"
